Ano,Mes,Mes_txt,Produto,Descricao,Orçado,Realizado,Var_pct,Var_rs
2025,4,Abr,1820202,1820202 - RENDAS CHEQUE CONFIANCA,17890.39,20926.05,16.9681041050531,3035.66
2025,4,Abr,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,11091.53,6233.99,-43.7950399989902,-4857.54
2025,4,Abr,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2025,4,Abr,1820205,1820205 - RENDAS CONTA GARANTIDA,33874.74,13173.76,-61.1103730980666,-20700.98
2025,4,Abr,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,73124.24,54129.22,-25.9763657030829,-18995.02
2025,4,Abr,1820207,1820207 - RENDAS CONSIGNADO,654534.34,671140.23,2.53705405280951,16605.89
2025,4,Abr,1820208,1820208 - RENDAS MICROCREDITO,5574.89,5336.6,-4.2743444265268,-238.29
2025,4,Abr,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2025,4,Abr,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2025,4,Abr,1820211,1820211 - RENDAS CREDITO PESSOAL,219921.5,171973.2,-21.8024613327937,-47948.3
2025,4,Abr,1820212,1820212 - RENDAS CAPITAL DE GIRO,121158.66,69790.47,-42.3974563601149,-51368.19
2025,4,Abr,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2025,4,Abr,1820214,1820214 - RENDAS CARTAO VISA,24217.63,21996.5,-9.17154155877351,-2221.13
2025,4,Abr,1820215,1820215 - RENDAS CARTAO BANESCARD,0,0,0,0
2025,4,Abr,1820216,1820216 - RENDAS TITULOS DESCONTADOS,294.06,414.83,41.0698496905393,120.77
2025,4,Abr,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2025,4,Abr,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2025,4,Abr,1820219,1820219 - RENDAS F. BENS,3270.12,1152.83,-64.7465536432914,-2117.29
2025,4,Abr,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2025,4,Abr,1820222,1820222 - RENDAS F. IMOBILIARIOS,222410.93,199644.56,-10.2361740945016,-22766.37
2025,4,Abr,1820223,1820223 - RENDAS LEASING,0,0,0,0
2025,4,Abr,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2025,4,Abr,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2025,4,Abr,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2025,4,Abr,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,86988.19,83716.61,-3.76094731940049,-3271.58
2025,4,Abr,1820228,1820228 - RENDAS NOTA COMERCIAL,0,0,0,0
2025,4,Abr,1820229,1820229 - RENDAS DE OUT. OPER. C/ CARACT. CREDITO,0,0,0,0
2025,4,Abr,1820230,1820230 - RENDAS DE HOME EQUITY,0,0,0,0
2025,5,Mai,18201,18201 - SALDO DA CARTEIRA DE CREDITO,109667988.91,91463371.75,-16.5997547150607,-18204617.16
2025,5,Mai,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,0,17626.86,0,17626.86
2025,5,Mai,1820102,1820102 - CHEQUE CONFIANCA,180724.92,165227.17,-8.57532541721419,-15497.75
2025,5,Mai,1820103,1820103 - CHEQUE ESPECIAL BANESTES,145086.79,75577.53,-47.9087448278372,-69509.26
2025,5,Mai,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2025,5,Mai,1820105,1820105 - CONTA GARANTIDA,2350417.35,1472544.51,-37.3496579235173,-877872.84
2025,5,Mai,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4149859.55,3820729.5,-7.93111299393252,-329130.05
2025,5,Mai,1820107,1820107 - CONSIGNADO,48041771.07,48230519.73,0.392884474897848,188748.659999996
2025,5,Mai,1820108,1820108 - MICROCREDITO,432619.25,349293.03,-19.2608673793411,-83326.22
2025,5,Mai,1820109,1820109 - VENDOR,0,0,0,0
2025,5,Mai,1820110,1820110 - COMPROR,0,0,0,0
2025,5,Mai,1820111,1820111 - CREDITO PESSOAL,7173479.79,6255719.29,-12.793797806183,-917760.5
2025,5,Mai,1820112,1820112 - CAPITAL DE GIRO,20770385.4,5470234.21,-73.6632994301588,-15300151.19
2025,5,Mai,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2025,5,Mai,1820114,1820114 - CARTAO VISA,331933.72,204503.68,-38.3902063339633,-127430.04
2025,5,Mai,1820115,1820115 - CARTAO BANESCARD,0,0,0,0
2025,5,Mai,1820116,1820116 - TITULOS DESCONTADOS,15176.22,16709.41,10.1025815387494,1533.19
2025,5,Mai,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2025,5,Mai,1820118,1820118 - F. VEICULOS,0,0,0,0
2025,5,Mai,1820119,1820119 - F. BENS,199844.22,378275.9,89.2853843858982,178431.68
2025,5,Mai,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2025,5,Mai,1820121,1820121 - F. RURAIS,0,0,0,0
2025,5,Mai,1820122,1820122 - F. IMOBILIARIOS,24835303.09,24124949.33,-2.86025806661497,-710353.760000002
2025,5,Mai,1820123,1820123 - LEASING,0,0,0,0
2025,5,Mai,1820124,1820124 - CAMBIO,0,0,0,0
2025,5,Mai,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2025,5,Mai,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2025,5,Mai,1820128,1820128 - OUTROS CREDITOS,0,-210959.92,0,-210959.92
2025,5,Mai,1820129,1820129 - CARTAO BANESCARD VISA,1041387.54,1092421.52,4.90057524598384,51033.98
2025,5,Mai,1820130,1820130 - NOTA COMERCIAL,0,0,0,0
2025,5,Mai,1820131,1820131 - HOME EQUITY,0,0,0,0
2025,5,Mai,1820132,1820132 - OPERACOES COM CARACTERISTICA CREDITO,0,0,0,0
2025,5,Mai,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1478563.57,1397737.76,-5.46650895774469,-80825.8099999996
2025,5,Mai,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,0,369.22,0,369.22
2025,5,Mai,1820202,1820202 - RENDAS CHEQUE CONFIANCA,17190.35,18368.73,6.85489242511062,1178.38
2025,5,Mai,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,10974.17,6022.44,-45.1216811840896,-4951.73
2025,5,Mai,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2025,5,Mai,1820205,1820205 - RENDAS CONTA GARANTIDA,41065.71,14943.63,-63.6104428731416,-26122.08
2025,5,Mai,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,29919.46,71527.37,139.066380208734,41607.91
2025,5,Mai,1820207,1820207 - RENDAS CONSIGNADO,682502.63,695367.31,1.88492753500453,12864.6800000001
2025,5,Mai,1820208,1820208 - RENDAS MICROCREDITO,5583.1,5982.34,7.15086600634056,399.24
2025,5,Mai,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2025,5,Mai,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2025,5,Mai,1820211,1820211 - RENDAS CREDITO PESSOAL,228234.56,184795.01,-19.0328537448492,-43439.55
2025,5,Mai,1820212,1820212 - RENDAS CAPITAL DE GIRO,122040.88,71207.34,-41.6528789369595,-50833.54
2025,5,Mai,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2025,5,Mai,1820214,1820214 - RENDAS CARTAO VISA,23127.32,23004.2,-0.532357402414108,-123.119999999999
2025,5,Mai,1820215,1820215 - RENDAS CARTAO BANESCARD,0,0,0,0
2025,5,Mai,1820216,1820216 - RENDAS TITULOS DESCONTADOS,333.16,553.09,66.0133269300036,219.93
2025,5,Mai,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2025,5,Mai,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2025,5,Mai,1820219,1820219 - RENDAS F. BENS,3346.12,4719.05,41.030506975243,1372.93
2025,5,Mai,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2025,5,Mai,1820222,1820222 - RENDAS F. IMOBILIARIOS,224657.74,212061.42,-5.60689340149152,-12596.32
2025,5,Mai,1820223,1820223 - RENDAS LEASING,0,0,0,0
2025,5,Mai,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2025,5,Mai,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2025,5,Mai,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2025,5,Mai,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,89588.37,88816.61,-0.861451101298072,-771.759999999995
2025,5,Mai,1820228,1820228 - RENDAS NOTA COMERCIAL,0,0,0,0
2025,5,Mai,1820229,1820229 - RENDAS DE OUT. OPER. C/ CARACT. CREDITO,0,0,0,0
2025,5,Mai,1820230,1820230 - RENDAS DE HOME EQUITY,0,0,0,0
2025,6,Jun,18201,18201 - SALDO DA CARTEIRA DE CREDITO,110625299.1,92308663.64,-16.5573658186837,-18316635.46
2025,6,Jun,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,0,15607.9,0,15607.9
2025,6,Jun,1820102,1820102 - CHEQUE CONFIANCA,182207.4,243055.69,33.395070672212,60848.29
2025,6,Jun,1820103,1820103 - CHEQUE ESPECIAL BANESTES,146132.48,74558.2,-48.9790360089694,-71574.28
2025,6,Jun,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2025,6,Jun,1820105,1820105 - CONTA GARANTIDA,2368260.62,1550223.96,-34.5416654354536,-818036.66
2025,6,Jun,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4174271.76,3850848.37,-7.74801950125067,-323423.39
2025,6,Jun,1820107,1820107 - CONSIGNADO,48476859.09,49002653.11,1.08462889277508,525794.019999996
2025,6,Jun,1820108,1820108 - MICROCREDITO,435813.74,325009.3,-25.4247238740109,-110804.44
2025,6,Jun,1820109,1820109 - VENDOR,0,0,0,0
2025,6,Jun,1820110,1820110 - COMPROR,0,0,0,0
2025,6,Jun,1820111,1820111 - CREDITO PESSOAL,7236137.22,6222274.05,-14.0111103365726,-1013863.17
2025,6,Jun,1820112,1820112 - CAPITAL DE GIRO,20920532.76,5160782.94,-75.3314937090541,-15759749.82
2025,6,Jun,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2025,6,Jun,1820114,1820114 - CARTAO VISA,316426.98,195271.21,-38.2886977589585,-121155.77
2025,6,Jun,1820115,1820115 - CARTAO BANESCARD,0,0,0,0
2025,6,Jun,1820116,1820116 - TITULOS DESCONTADOS,15291.43,5874.83,-61.5808985817546,-9416.6
2025,6,Jun,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2025,6,Jun,1820118,1820118 - F. VEICULOS,0,0,0,0
2025,6,Jun,1820119,1820119 - F. BENS,201408.66,373378.12,85.3833494547851,171969.46
2025,6,Jun,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2025,6,Jun,1820121,1820121 - F. RURAIS,0,0,0,0
2025,6,Jun,1820122,1820122 - F. IMOBILIARIOS,25078514.17,24200131.6,-3.50253034946847,-878382.57
2025,6,Jun,1820123,1820123 - LEASING,0,0,0,0
2025,6,Jun,1820124,1820124 - CAMBIO,0,0,0,0
2025,6,Jun,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2025,6,Jun,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2025,6,Jun,1820128,1820128 - OUTROS CREDITOS,0,-5687.66,0,-5687.66
2025,6,Jun,1820129,1820129 - CARTAO BANESCARD VISA,1073442.79,1094682.02,1.97860847339615,21239.23
2025,6,Jun,1820130,1820130 - NOTA COMERCIAL,0,0,0,0
2025,6,Jun,1820131,1820131 - HOME EQUITY,0,0,0,0
2025,6,Jun,1820132,1820132 - OPERACOES COM CARACTERISTICA CREDITO,0,0,0,0
2025,6,Jun,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1665141.95,1323067.85,-20.5432395718575,-342074.1
2025,6,Jun,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,0,542.54,0,542.54
2025,6,Jun,1820202,1820202 - RENDAS CHEQUE CONFIANCA,17674.69,15818.71,-10.5007782314711,-1855.98
2025,6,Jun,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,10377.31,5430.78,-47.666784552066,-4946.53
2025,6,Jun,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2025,6,Jun,1820205,1820205 - RENDAS CONTA GARANTIDA,30499.87,11996.86,-60.6658651331956,-18503.01
2025,6,Jun,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,247665.03,43107.86,-82.594288745569,-204557.17
2025,6,Jun,1820207,1820207 - RENDAS CONSIGNADO,666221.18,683618.48,2.61133997571197,17397.2999999999
2025,6,Jun,1820208,1820208 - RENDAS MICROCREDITO,5624.33,5264.3,-6.40129579878848,-360.03
2025,6,Jun,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2025,6,Jun,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2025,6,Jun,1820211,1820211 - RENDAS CREDITO PESSOAL,219014.83,177844.94,-18.7977636034966,-41169.89
2025,6,Jun,1820212,1820212 - RENDAS CAPITAL DE GIRO,122923.11,66928.84,-45.5522724734186,-55994.27
2025,6,Jun,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2025,6,Jun,1820214,1820214 - RENDAS CARTAO VISA,22046.9,19188.03,-12.9672198812532,-2858.87
2025,6,Jun,1820215,1820215 - RENDAS CARTAO BANESCARD,0,0,0,0
2025,6,Jun,1820216,1820216 - RENDAS TITULOS DESCONTADOS,329.56,559.94,69.9053283165433,230.38
2025,6,Jun,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2025,6,Jun,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2025,6,Jun,1820219,1820219 - RENDAS F. BENS,3224.92,6490.99,101.276000644977,3266.07
2025,6,Jun,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2025,6,Jun,1820222,1820222 - RENDAS F. IMOBILIARIOS,227194.21,205828.46,-9.40417891811591,-21365.75
2025,6,Jun,1820223,1820223 - RENDAS LEASING,0,0,0,0
2025,6,Jun,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2025,6,Jun,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2025,6,Jun,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2025,6,Jun,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,92346.01,80447.12,-12.8851154478683,-11898.89
2025,6,Jun,1820228,1820228 - RENDAS NOTA COMERCIAL,0,0,0,0
2025,6,Jun,1820229,1820229 - RENDAS DE OUT. OPER. C/ CARACT. CREDITO,0,0,0,0
2025,6,Jun,1820230,1820230 - RENDAS DE HOME EQUITY,0,0,0,0
2025,7,Jul,18201,18201 - SALDO DA CARTEIRA DE CREDITO,111623472.18,92144376.67,-17.450716349863,-19479095.51
2025,7,Jul,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,0,19652.58,0,19652.58
2025,7,Jul,1820102,1820102 - CHEQUE CONFIANCA,183702.03,156455.03,-14.8321714245618,-27247
2025,7,Jul,1820103,1820103 - CHEQUE ESPECIAL BANESTES,147185.7,52314.68,-64.4566829522162,-94871.02
2025,7,Jul,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2025,7,Jul,1820105,1820105 - CONTA GARANTIDA,2386239.35,1683589.43,-29.4459111991427,-702649.92
2025,7,Jul,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4225896.62,3634689.2,-13.9901060807304,-591207.42
2025,7,Jul,1820107,1820107 - CONSIGNADO,48916971.92,49299046.37,0.781067255399304,382074.449999996
2025,7,Jul,1820108,1820108 - MICROCREDITO,436449.7,333597.54,-23.5656388353572,-102852.16
2025,7,Jul,1820109,1820109 - VENDOR,0,0,0,0
2025,7,Jul,1820110,1820110 - COMPROR,0,0,0,0
2025,7,Jul,1820111,1820111 - CREDITO PESSOAL,7299341.94,6148552.37,-15.7656618837615,-1150789.57
2025,7,Jul,1820112,1820112 - CAPITAL DE GIRO,21070680.13,5161140.94,-75.505579752731,-15909539.19
2025,7,Jul,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2025,7,Jul,1820114,1820114 - CARTAO VISA,300631.92,186075.64,-38.1051619535277,-114556.28
2025,7,Jul,1820115,1820115 - CARTAO BANESCARD,0,0,0,0
2025,7,Jul,1820116,1820116 - TITULOS DESCONTADOS,15407.52,1177.94,-92.3547722151261,-14229.58
2025,7,Jul,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2025,7,Jul,1820118,1820118 - F. VEICULOS,0,0,0,0
2025,7,Jul,1820119,1820119 - F. BENS,202985.35,369948.35,82.2537192955058,166963
2025,7,Jul,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2025,7,Jul,1820121,1820121 - F. RURAIS,0,0,0,0
2025,7,Jul,1820122,1820122 - F. IMOBILIARIOS,25331859.05,23997345.45,-5.26812342262737,-1334513.6
2025,7,Jul,1820123,1820123 - LEASING,0,0,0,0
2025,7,Jul,1820124,1820124 - CAMBIO,0,0,0,0
2025,7,Jul,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2025,7,Jul,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2025,7,Jul,1820128,1820128 - OUTROS CREDITOS,0,-5964,0,-5964
2025,7,Jul,1820129,1820129 - CARTAO BANESCARD VISA,1106120.95,1106755.15,0.0573355020533572,634.199999999953
2025,7,Jul,1820130,1820130 - NOTA COMERCIAL,0,0,0,0
2025,7,Jul,1820131,1820131 - HOME EQUITY,0,0,0,0
2025,7,Jul,1820132,1820132 - OPERACOES COM CARACTERISTICA CREDITO,0,0,0,0
2025,7,Jul,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1736253.57,1396391.64,-19.5744409614086,-339861.93
2025,7,Jul,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,0,456.57,0,456.57
2025,7,Jul,1820202,1820202 - RENDAS CHEQUE CONFIANCA,17946.03,17049.5,-4.99570099905103,-896.529999999999
2025,7,Jul,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,10612.42,5184.5,-51.1468637690555,-5427.92
2025,7,Jul,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2025,7,Jul,1820205,1820205 - RENDAS CONTA GARANTIDA,37744.1,14603.76,-61.308495897372,-23140.34
2025,7,Jul,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,264778.64,56908.73,-78.5070540433322,-207869.91
2025,7,Jul,1820207,1820207 - RENDAS CONSIGNADO,694733.44,717446.13,3.269266842834,22712.6900000001
2025,7,Jul,1820208,1820208 - RENDAS MICROCREDITO,5632.53,5170.32,-8.20608145895362,-462.21
2025,7,Jul,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2025,7,Jul,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2025,7,Jul,1820211,1820211 - RENDAS CREDITO PESSOAL,231306.47,187983.18,-18.7298219543967,-43323.29
2025,7,Jul,1820212,1820212 - RENDAS CAPITAL DE GIRO,123805.33,71638.29,-42.1363442107056,-52167.04
2025,7,Jul,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2025,7,Jul,1820214,1820214 - RENDAS CARTAO VISA,20946.38,17662.29,-15.6785563901734,-3284.09
2025,7,Jul,1820215,1820215 - RENDAS CARTAO BANESCARD,0,0,0,0
2025,7,Jul,1820216,1820216 - RENDAS TITULOS DESCONTADOS,331.1,190.13,-42.576260948354,-140.97
2025,7,Jul,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2025,7,Jul,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2025,7,Jul,1820219,1820219 - RENDAS F. BENS,3467.67,7048.1,103.251751175862,3580.43
2025,7,Jul,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2025,7,Jul,1820222,1820222 - RENDAS F. IMOBILIARIOS,229792.22,214423.49,-6.68809849175921,-15368.73
2025,7,Jul,1820223,1820223 - RENDAS LEASING,0,0,0,0
2025,7,Jul,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2025,7,Jul,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2025,7,Jul,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2025,7,Jul,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,95157.24,80626.65,-15.270083495486,-14530.59
2025,7,Jul,1820228,1820228 - RENDAS NOTA COMERCIAL,0,0,0,0
2025,7,Jul,1820229,1820229 - RENDAS DE OUT. OPER. C/ CARACT. CREDITO,0,0,0,0
2025,7,Jul,1820230,1820230 - RENDAS DE HOME EQUITY,0,0,0,0
2025,8,Ago,18201,18201 - SALDO DA CARTEIRA DE CREDITO,112480380.08,92123929.25,-18.0977791998229,-20356450.83
2025,8,Ago,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,0,20613.83,0,20613.83
2025,8,Ago,1820102,1820102 - CHEQUE CONFIANCA,185208.93,260920.82,40.8791789899116,75711.89
2025,8,Ago,1820103,1820103 - CHEQUE ESPECIAL BANESTES,148246.52,70811.61,-52.233880431055,-77434.91
2025,8,Ago,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2025,8,Ago,1820105,1820105 - CONTA GARANTIDA,2404354.57,1335429.4,-44.4578841797032,-1068925.17
2025,8,Ago,1820106,1820106 - REESTRUTURACAO DE DIVIDAS,4179296.69,3559405.21,-14.8324353588785,-619891.48
2025,8,Ago,1820107,1820107 - CONSIGNADO,49339796.09,49741037.61,0.813220871987585,401241.519999996
2025,8,Ago,1820108,1820108 - MICROCREDITO,435806.39,320582.77,-26.4391763507644,-115223.62
2025,8,Ago,1820109,1820109 - VENDOR,0,0,0,0
2025,8,Ago,1820110,1820110 - COMPROR,0,0,0,0
2025,8,Ago,1820111,1820111 - CREDITO PESSOAL,7363098.72,6195820.14,-15.8530888201917,-1167278.58
2025,8,Ago,1820112,1820112 - CAPITAL DE GIRO,21220827.49,5003523.63,-76.4216375051452,-16217303.86
2025,8,Ago,1820113,1820113 - BANESTES FINANCEIRA,0,0,0,0
2025,8,Ago,1820114,1820114 - CARTAO VISA,284498.65,178657.57,-37.2026651093072,-105841.08
2025,8,Ago,1820115,1820115 - CARTAO BANESCARD,0,0,0,0
2025,8,Ago,1820116,1820116 - TITULOS DESCONTADOS,15524.48,5203.29,-66.483321824628,-10321.19
2025,8,Ago,1820117,1820117 - F. PARA INVESTIMENTOS,0,0,0,0
2025,8,Ago,1820118,1820118 - F. VEICULOS,0,0,0,0
2025,8,Ago,1820119,1820119 - F. BENS,204574.4,366020.79,78.9181784231067,161446.39
2025,8,Ago,1820120,1820120 - F. MOEDA ESTRANGEIRA,0,0,0,0
2025,8,Ago,1820121,1820121 - F. RURAIS,0,0,0,0
2025,8,Ago,1820122,1820122 - F. IMOBILIARIOS,25559869.45,23926000.37,-6.39232169474167,-1633869.08
2025,8,Ago,1820123,1820123 - LEASING,0,0,0,0
2025,8,Ago,1820124,1820124 - CAMBIO,0,0,0,0
2025,8,Ago,1820126,1820126 - F. INFRAESTRUTURA,0,0,0,0
2025,8,Ago,1820127,1820127 - OPERACOES COM CARTAO DE CREDITO,0,0,0,0
2025,8,Ago,1820128,1820128 - OUTROS CREDITOS,0,-5654.35,0,-5654.35
2025,8,Ago,1820129,1820129 - CARTAO BANESCARD VISA,1139277.7,1145556.56,0.551126384726053,6278.8600000001
2025,8,Ago,1820130,1820130 - NOTA COMERCIAL,0,0,0,0
2025,8,Ago,1820131,1820131 - HOME EQUITY,0,0,0,0
2025,8,Ago,1820132,1820132 - OPERACOES COM CARACTERISTICA CREDITO,0,0,0,0
2025,8,Ago,18202,18202 - RENDAS DA CARTEIRA DE CREDITO,1525959.25,1396957.18,-8.45383453064033,-129002.07
2025,8,Ago,1820201,1820201 - RENDAS ADIANTAMENTOS A DEPOSITANTES,0,968.02,0,968.02
2025,8,Ago,1820202,1820202 - RENDAS CHEQUE CONFIANCA,18699.51,17394.17,-6.98061072188523,-1305.34
2025,8,Ago,1820203,1820203 - RENDAS CHEQUE ESPECIAL BANESTES,10610.45,7021.84,-33.8214684579825,-3588.61
2025,8,Ago,1820204,1820204 - RENDAS CREDITOS CEDIDOS,0,0,0,0
2025,8,Ago,1820205,1820205 - RENDAS CONTA GARANTIDA,38841.47,15415.33,-60.3121869486402,-23426.14
2025,8,Ago,1820206,1820206 - RENDAS REESTRUTURACAO DE DIVIDAS,42799,54636.37,27.658052758242,11837.37
2025,8,Ago,1820207,1820207 - RENDAS CONSIGNADO,700628.11,726720.67,3.72416687649031,26092.5600000001
2025,8,Ago,1820208,1820208 - RENDAS MICROCREDITO,5624.23,5314.57,-5.50582035229711,-309.66
2025,8,Ago,1820209,1820209 - RENDAS VENDOR,0,0,0,0
2025,8,Ago,1820210,1820210 - RENDAS COMPROR,0,0,0,0
2025,8,Ago,1820211,1820211 - RENDAS CREDITO PESSOAL,230520.23,184126.09,-20.1258431852163,-46394.14
2025,8,Ago,1820212,1820212 - RENDAS CAPITAL DE GIRO,124687.55,71885.21,-42.3477243718398,-52802.34
2025,8,Ago,1820213,1820213 - RENDAS BANESTES FINANCEIRA,0,0,0,0
2025,8,Ago,1820214,1820214 - RENDAS CARTAO VISA,19822.31,14644.9,-26.1191051900611,-5177.41
2025,8,Ago,1820215,1820215 - RENDAS CARTAO BANESCARD,0,0,0,0
2025,8,Ago,1820216,1820216 - RENDAS TITULOS DESCONTADOS,387.59,236.11,-39.0825356691349,-151.48
2025,8,Ago,1820217,1820217 - RENDAS F. INVESTIMENTO,0,0,0,0
2025,8,Ago,1820218,1820218 - RENDAS F. VEICULOS,0,0,0,0
2025,8,Ago,1820219,1820219 - RENDAS F. BENS,3468.58,6612.32,90.6347842633008,3143.74
2025,8,Ago,1820221,1820221 - RENDAS F. RURAIS,0,0,0,0
2025,8,Ago,1820222,1820222 - RENDAS F. IMOBILIARIOS,231860.57,209863.35,-9.4872621075675,-21997.22
2025,8,Ago,1820223,1820223 - RENDAS LEASING,0,0,0,0
2025,8,Ago,1820224,1820224 - RENDAS DE CAMBIO,0,0,0,0
2025,8,Ago,1820225,1820225 - RENDAS F. INFRAESTRUTURA,0,0,0,0
2025,8,Ago,1820226,1820226 - RENDAS MOEDA ESTRANGEIRA,0,0,0,0
2025,8,Ago,1820227,1820227 - RENDAS CARTAO BANESCARD VISA,98009.65,82118.23,-16.2141380976261,-15891.42
2025,8,Ago,1820228,1820228 - RENDAS NOTA COMERCIAL,0,0,0,0
2025,8,Ago,1820229,1820229 - RENDAS DE OUT. OPER. C/ CARACT. CREDITO,0,0,0,0
2025,8,Ago,1820230,1820230 - RENDAS DE HOME EQUITY,0,0,0,0
2025,9,Set,18201,18201 - SALDO DA CARTEIRA DE CREDITO,113464064.27,90890840.35,-19.8946019298979,-22573223.92
2025,9,Set,1820101,1820101 - ADIANTAMENTOS A DEPOSITANTES,0,17494.8,0,17494.8
2025,9,Set,1820102,1820102 - CHEQUE CONFIANCA,186728.19,169231.15,-9.37032592668521,-17497.04
2025,9,Set,1820103,1820103 - CHEQUE ESPECIAL BANESTES,149314.98,85110.2,-42.9995570437742,-64204.78
2025,9,Set,1820104,1820104 - CREDITOS CEDIDOS,0,0,0,0
2025,9,Set,1820105,1820105 - CONTA GARANTIDA,2422607.31,475118.12,-80.3881496584768,-1947489.19
